id,text,url,processed_gpe,predicted_model,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,svm,svm_1,mixtral,local_path
00022.jsonl.gz-219596,kitchen cabinets from china reviews kitchen cabinet company kitchen manufacturers near me starmark,http://t0.gstatic.com/images?q=tbn:ANd9GcT5PMw8eyWT6v7IXRcK4AlczWxYbK2cYshMePv-oSFbDA6-A_9yiA,china,sm,"nepal_russian federation_peru_mozambique_philippines_mexico_tanzania, united republic of_nigeria_ghana_japan_chile_cuba_malawi_pakistan_angola_taiwan_united states_china_brazil_zambia",True,china,1,1,china,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00022.jsonl.gz-219596.jpg
00052.jsonl.gz-14342198,online buy wholesale kitchen island prices from china kitchen,http://t0.gstatic.com/images?q=tbn:ANd9GcSwFuEqXGoThCFhGWQEWDr8dYG0vcYhZpxrRdDggcsM9TU1ycs30g,china,sm,"nepal_russian federation_peru_mozambique_philippines_mexico_tanzania, united republic of_nigeria_ghana_japan_chile_cuba_malawi_pakistan_angola_taiwan_united states_china_brazil_zambia",True,china,1,1,china,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00052.jsonl.gz-14342198.jpg
00074.jsonl.gz-8652318,Where To Buy Used Kitchen Cabinets: Elegantcheap Used Kitchen Cabinets Design Made In China,https://sc01.alicdn.com/kf/HTB18p5oHpXXXXX4aXXXq6xXFXXXL/200018279/HTB18p5oHpXXXXX4aXXXq6xXFXXXL.jpg,China,sm,"nepal_russian federation_peru_mozambique_philippines_mexico_tanzania, united republic of_nigeria_ghana_japan_chile_cuba_malawi_pakistan_angola_taiwan_united states_china_brazil_zambia",True,china,1,1,china,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00074.jsonl.gz-8652318.jpg
00053.jsonl.gz-11062354,Custom Kitchen Cabinet Makers Farandula Colombiana Co Design,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAuCoMVpy37qT3441J_iVmVBxH6sINEO7aoevXAJpnJKtcaJqqLg,makers farandula colombiana co,,no,False,no,1,1,colombia,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00053.jsonl.gz-11062354.jpg
00040.jsonl.gz-8148995,Bogota - Chocolate Hostel : Kitchen at the Bogota - Chocolate Hostel in Columbia,"https://res.cloudinary.com/hostelling-internation/image/upload/t_hostel_carousel/w_345,h_230,c_fill/Hostels/img37805-Kitchen-at-the-Bogota---Chocolate-Hostel-in-Columbia.jpg",Bogota_Bogota_Columbia,sm,"liberia_slovakia_united states_cuba_russian federation_puerto rico_italy_venezuela, bolivarian republic of_australia_brazil_united kingdom_south africa_colombia_philippines_bolivia, plurinational state of_guyana_sri lanka_germany",True,colombia,1,1,colombia,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00040.jsonl.gz-8148995.jpg
00117.jsonl.gz-17413768,"Living/dining area with kitchen - Old City 2 Bedroom: Balconies, AC, washer/dryer! - Cartagena - rentals",http://tap2.fkimg.com/media/vr-splice-j/00/30/15/e7.jpg,Cartagena,lg,"ecuador_cuba_united states_guatemala_spain_peru_venezuela, bolivarian republic of_chile_costa rica_colombia_philippines_bolivia, plurinational state of_mexico",True,colombia,1,1,colombia,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00117.jsonl.gz-17413768.jpg
00046.jsonl.gz-3791976,"Entire aparment equipped with kitchen, Quepos City",https://a0.muscache.com/im/pictures/1a798148-2250-42a1-84ea-6369a71622c3.jpg?aki_policy=large,Quepos City,sm,no,False,no,1,1,costa rica,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00046.jsonl.gz-3791976.jpg
00084.jsonl.gz-5053595,Chef's kitchen in h--end home for sale in san ramon costa rica,https://i0.wp.com/www.costaricapm.com/wp-content/uploads/2015/05/kit61.jpg?resize=240%2C230,san ramon_costa rica,sm,"argentina_uruguay_ecuador_united states_cuba_puerto rico_peru_venezuela, bolivarian republic of_chile_brazil_costa rica_paraguay_el salvador_colombia_philippines_bolivia, plurinational state of_mexico",True,costa rica,1,1,costa rica,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00084.jsonl.gz-5053595.jpg
00102.jsonl.gz-12597145,Sueños del Bosque Lodge Lakeside Cabins near Quetzales National Park San Gerardo de Dota Costa Rica Bungalow with Kitchen,"https://res.cloudinary.com/lokal/image/upload/f_auto,q_auto,c_fill,h_600/a5iodajfyynyinlcscnp.jpg",Costa Rica,trf,"argentina_ecuador_cuba_peru_chile_brazil_costa rica_paraguay_el salvador_colombia_philippines_bolivia, plurinational state of_mexico",True,costa rica,1,1,costa rica,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00102.jsonl.gz-12597145.jpg
00046.jsonl.gz-8021560,Kitchen - Apartment A-11443-a - Apartments Dugi Rat (Omiš) - 11443,https://vacation-croatia.s3.amazonaws.com/data/objekti/11443/jedinice/A-11443-a/s_kuhinja1_2.jpg,- a-11443-a - apartments dugi (omiš) - 11443,,no,False,no,1,1,croatia,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00046.jsonl.gz-8021560.jpg
00019.jsonl.gz-15266992,Kitchen - Apartment A-5737-b - Apartments Hvar (Hvar) - 5737,https://s3-eu-west-1.amazonaws.com/vacation-croatia/data/objekti/5737/jedinice/A-5737-b/s_kuhinja1_1.jpg,Hvar,md,croatia,False,croatia,1,1,croatia,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00019.jsonl.gz-15266992.jpg
00014.jsonl.gz-4446254,Kitchen - Apartment A-4093-b - Apartments Mandre (Pag) - 4093,https://s3-eu-west-1.amazonaws.com/vacation-croatia/data/objekti/4093/jedinice/A-4093-b/s_kuhinja1_1.jpg,- a-4093-b - apartments mandre (pag) - 4093,,no,False,no,1,1,croatia,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00014.jsonl.gz-4446254.jpg
00078.jsonl.gz-8981444,"`SANTA CLARA,CUBA-AUGUST 14, 2014: Inside a  middle class typical Cuban kitchen. After more than 50 years of Revolution most of the population is impoverish and with minimal means.",https://il7.picdn.net/shutterstock/videos/7484521/thumb/7.jpg?i10c=img.resize(height:160),CUBA,sm,"ecuador_eritrea_italy_peru_costa rica_mozambique_colombia_philippines_mexico_norway_zimbabwe_chile_netherlands_cuba_puerto rico_venezuela, bolivarian republic of_dominican republic_angola_south africa_bolivia, plurinational state of_portugal_burundi_united states_china",True,cuba,1,1,cuba,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00078.jsonl.gz-8981444.jpg
00001.jsonl.gz-10265140,Bold and blue kitchen inspired by the colors and shapes of Havana,https://i.pinimg.com/236x/a4/df/3b/a4df3b16db9a7d8e9fc22656b44b9379.jpg,Havana,sm,cuba_united states_egypt_south africa_australia,True,cuba,1,1,cuba,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00001.jsonl.gz-10265140.jpg
00069.jsonl.gz-2243535,'kitchen' Casas particulares are an alternative to hotels in Cuba.,http://www.feelcuba.com/propiedades/HOL003-kitchen01.1.jpg,Casas_Cuba,sm,"ecuador_eritrea_italy_peru_costa rica_mozambique_colombia_philippines_mexico_norway_argentina_zimbabwe_chile_netherlands_cuba_puerto rico_venezuela, bolivarian republic of_dominican republic_angola_south africa_bolivia, plurinational state of_portugal_burundi_united states_china",True,cuba,1,1,cuba,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00069.jsonl.gz-2243535.jpg
00031.jsonl.gz-3462038,HomeAbout Kitchen & Furniture in Cyprus,https://www.kiprinform.com/wp-content/uploads/2017/04/HomeAbout-Kitchen-Furniture-in-Cyprus-8-390x273.jpg,Cyprus,trf,zimbabwe_south africa_cyprus_sri lanka_jamaica,True,cyprus,1,1,cyprus,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00031.jsonl.gz-3462038.jpg
00077.jsonl.gz-14746494,Residence in Mazoto Euromobil Kitchen Renovation Cyprus Kitchen Studio Living & More Bedroom Solutions Wardrobes Zalf,https://kitchenstudio.com.cy/wp-content/uploads/2020/02/Residence-in-Mazoto-Euromobil.jpg,mazoto euromobil cyprus & solutions wardrobes zalf,,no,False,no,1,1,cyprus,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00077.jsonl.gz-14746494.jpg
00101.jsonl.gz-10019092,2006 Kitchen Renovation From Estia Kitchens In Limassol By Kostas Efstathopoulos,https://www.cyprusrenovation.com/images/advertisments/gallery/3470/thumbs/2006-kitchen-renovation-from-estia-kitchens-in-limassol-by-kostas-efstathopoulos.jpg,Limassol,trf,cyprus,False,cyprus,1,1,cyprus,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00101.jsonl.gz-10019092.jpg
00090.jsonl.gz-12378022,Beaded Prague kitchen in Hornschurch Ivory finish,https://s3-eu-west-1.amazonaws.com/doorsite/kitchen-thumbnail-prague-beaded-design-in-hornschurch-ivory.jpg,Hornschurch Ivory,sm,no,False,no,1,1,czech republic (czechia),/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00090.jsonl.gz-12378022.jpg
00112.jsonl.gz-4680884,"Kitchen Interior Design Remodeling Boooox Heritage Barn by Oooox - Awesome wooden retreat designed by Radka Valova of Oooox situated in the Czech republic. Kitchen Dinning, New Kitchen, Kitchen Decor, Kitchen White, Kitchen Brick, Kitchen Styling, Barn Kitchen, Dining Room, Kitchen Ideas",https://i.pinimg.com/236x/1c/e1/bf/1ce1bfa2c6e1cb31ba236deb9dd235d9--barn-kitchen-kitchen-white.jpg,Oooox_New Kitchen,sm,no,False,no,1,1,czech republic (czechia),/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00112.jsonl.gz-4680884.jpg
00110.jsonl.gz-8286541,"White tiny modern kitchen with red components, reconstruction, cosy small panel house in Prague, Czech Republic",https://image.shutterstock.com/image-photo/stock-photo-white-tiny-modern-kitchen-with-red-components-reconstruction-cosy-small-panel-house-in-prague-250nw-1139077133.jpg,Prague_Czech Republic,sm,united states_ukraine_czech republic_south africa_philippines_czechia_australia,True,czech republic,1,1,czech republic (czechia),/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00110.jsonl.gz-8286541.jpg
00000.jsonl.gz-1249827,"Old school Copenhagen-kitchen, with  a view over the skyline.",https://a0.muscache.com/im/pictures/a51cde80-85ec-4cf6-8bbd-a5f903f0a925.jpg?aki_policy=x_large,Copenhagen,trf,denmark_canada_united states_south africa_philippines_australia,True,denmark,1,1,denmark,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00000.jsonl.gz-1249827.jpg
00075.jsonl.gz-12561187,Scandinavian Kitchen by Holly Marder,https://st.hzcdn.com/fimgs/pictures/kitchens/the-home-of-tessa-and-martin-holly-marder-img~f9910302023c63fe_9477-1-a3da78a-w400-h560-b0-p0.jpg,marder,,no,False,no,1,1,denmark,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00075.jsonl.gz-12561187.jpg
00040.jsonl.gz-5840323,In the kitchen black cushioned bar stools by Erik Buch pop against the blonde,https://i.pinimg.com/736x/1c/14/e4/1c14e47ab4397f3fe4602d696a127d02--kitchen-black-timber-kitchen.jpg,stools buch,,no,False,no,1,1,denmark,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00040.jsonl.gz-5840323.jpg
00078.jsonl.gz-15616572,"Roseau, Dominica: Kitchen",https://media-cdn.tripadvisor.com/media/photo-s/0a/71/46/db/kitchen.jpg,Dominica,sm,cuba_dominican republic_costa rica_dominica_panama,True,dominica,1,1,dominica,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00078.jsonl.gz-15616572.jpg
00011.jsonl.gz-3723591,Plaza Florida Suites - Santo Domingo - Kitchen,https://content.r9cdn.net/rimg/kimg/1c/84/3a41cce9-5bef3319-2.jpg?width=244&height=172&crop=true&caller=HotelDetailsPhoto,Florida,sm,"ecuador_canada_russian federation_guatemala_italy_peru_latvia_costa rica_trinidad and tobago_colombia_philippines_mexico_grenada_norway_jamaica_argentina_andorra_chile_paraguay_panama_australia_uruguay_cuba_puerto rico_spain_honduras_romania_dominican republic_south africa_france_bolivia, plurinational state of_french guiana_united states_brazil_zambia",True,dominican republic,1,1,dominican republic,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00011.jsonl.gz-3723591.jpg
00054.jsonl.gz-13900322,Beach Front Condo Kitchen stove detail Globalia Presidential Suites Punta Cana Real Estate,http://media.point2.com/p2a/module/52b0/7ed7/43c8/ab07cbfd835afc895099/original.jpg,condo globalia suites,,no,False,no,1,1,dominican republic,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00054.jsonl.gz-13900322.jpg
00072.jsonl.gz-16552003,Casa Solaris kitchen with a Caribbean view,https://hixislandhouse.com/wp-content/uploads/2014/05/Solaris-L2-026_web-150x150.jpg,casa solaris,,no,False,no,1,1,dominican republic,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00072.jsonl.gz-16552003.jpg
00069.jsonl.gz-6653682,"Maria Ermelinda Ayme Sichigalo, a farmer and mother of eight prepares dinner for her family in her adobe kitchen house in Tingo village, central Andes, Ecuador. (From the book What I Eat: Around the World in 80 Diets.) The caloric value of her typical day's worth of food in the month of September was 3800 kcals. She is 37 years of age; 5 feet, 3 inches tall and 119 pounds. With no tables or chairs, Ermelinda cooks all the family's meals while kneeling over the hearth on the earthen floor, tending an open fire of sticks and straw. Guinea pigs that skitter about looking for scraps or spilled grain will eventually end up on the fire themselves when the family eats them for a holiday treat. Because there is no chimney, the beams and thatch roof are blackened by smoke. Unvented smoke from cooking fires accounts for a high level of respiratory disease and, in one study in rural Ecuador, was accountable for half of infant mortality.  MODEL RELEASED.",https://ssl.c.photoshelter.com/img-get2/I0000wSRAv.514zU/fit=1000x750/ECU04-7738-xf1brw.jpg,Tingo_Ecuador_Ecuador_RELEASED,sm,ecuador_papua new guinea_sierra leone_côte d'ivoire_cuba_peru_central african republic_chile_pakistan_angola_colombia_philippines,True,ecuador,0,1,ecuador,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00069.jsonl.gz-6653682.jpg
00041.jsonl.gz-13081017,My Kitchen Chalet in Red Sea Egypt Ain Sokhna Beach,https://mir-s3-cdn-cf.behance.net/projects/202/20010231.5422d2a47c6e3.jpg,Egypt,trf,canada_united states_egypt_zimbabwe_united kingdom_south africa_belize_jamaica,True,egypt,1,1,egypt,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00041.jsonl.gz-13081017.jpg
00019.jsonl.gz-78524,The THE NILE Kitchen. This Manufactured Mobile Home features 3 bedrooms and 2 baths.,https://www.claytonwaco2.com/img/plant-images/16493/Manufactured-THE-NILE-32RVL32703BH-Kitchen-20171023-0911218052739.jpg,kitchen. manufactured features 3 bedrooms 2 baths.,,no,False,no,1,1,egypt,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00019.jsonl.gz-78524.jpg
00024.jsonl.gz-14131411,We can see pyramids from the kitchen Person No People Indoors  Built Structure Architecture Day Kitchen Egyptphotography Egypt Nature Ancient Sphinx Giza Egypt Home Giza Giza Pyramids Cairo Egypt Cairobeauty Cairo Pharoah Pharoah's Chicken Pharaonic Civilization Monomental Oriental Style Oriental Design Egyptian kitchen,https://cdn1.eyeem.com/thumb/f1f21a1aa1b0f42e6a3b2f8974d0555569936d7e-1484646470236/w/750,Egypt_Egypt_Cairo_Egypt,sm,canada_united states_cuba_egypt_italy_zimbabwe_peru_australia_united kingdom_costa rica_south africa_angola_colombia_philippines_belize_jamaica,True,egypt,0,1,egypt,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00024.jsonl.gz-14131411.jpg
00056.jsonl.gz-8244569,Idyllic Indoor Outdoor House In El Salvador Modern Kitchen With A Lake View,https://i.pinimg.com/originals/81/53/c3/8153c3aa9321aed129e7c33ace8ec497.jpg,El Salvador,sm,"argentina_cuba_guatemala_honduras_chile_nicaragua_costa rica_el salvador_colombia_philippines_bolivia, plurinational state of_mexico",True,el salvador,1,1,el salvador,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00056.jsonl.gz-8244569.jpg
00077.jsonl.gz-6602493,"By eliminating walls and incorporating a series of interior gardens, architect José Roberto Paredes creates an eclectic and inspired El Salvador beach house. In the kitchen, rough-hewn materials like a eucalyptus-log-and-thatch roof offset the monolithic concrete island and glossy subway tile backsplash. Claudia & Harry Washington built the vivid wooden sliding walls, which are inspired by the palm leaves that change color and create diagonal patterns in trees near the house. The bar stools were a street market discovery.",https://d3df8ea8ea59eq.cloudfront.net/photos/6063391372700811264/6133440259204976640/medium.jpg,El Salvador_Washington,sm,"canada_guatemala_bonaire, sint eustatius and saba_italy_peru_nicaragua_costa rica_morocco_colombia_philippines_mexico_argentina_ireland_zimbabwe_japan_chile_guyana_australia_cuba_fiji_honduras_venezuela, bolivarian republic of_dominican republic_south africa_bolivia, plurinational state of_united states_united kingdom_aruba_el salvador",True,el salvador,1,1,el salvador,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00077.jsonl.gz-6602493.jpg
00033.jsonl.gz-13307480,"By eliminating walls and incorporating a series of interior gardens, architect José Roberto Paredes creates an eclectic and inspired El Salvador beach house. In the kitchen, rough-hewn materials like a eucalyptus-log-and-thatch roof offset the monolithic concrete island and glossy subway tile backsplash. Claudia & Harry Washington built the vivid wooden sliding walls, which are inspired by the palm leaves that change color and create diagonal patterns in trees near the house. The bar stools were a street market discovery.  Photo 3 of 6 in Bursts of Yellow and Indoor Gardens Are Just Two Reasons to Love This Home",https://images.dwell.com/photos/6063391372700811264/6141969993005780992/large.jpg,El Salvador_Washington_Bursts of Yellow,sm,"canada_guatemala_bonaire, sint eustatius and saba_italy_peru_nicaragua_costa rica_morocco_colombia_philippines_mexico_argentina_ireland_zimbabwe_japan_chile_guyana_australia_cuba_fiji_honduras_venezuela, bolivarian republic of_dominican republic_south africa_bolivia, plurinational state of_united states_united kingdom_aruba_el salvador",True,el salvador,1,1,el salvador,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00033.jsonl.gz-13307480.jpg
00109.jsonl.gz-12025216,"3D Decorative Privacy Window Films,Scenic Summer of Old City and Sea Port in Harbor Estonia Historical Heritage Print,No-Glue Self Static Cling Glass film for Home Bedroom Bathroom Kitchen Office 24x4 -",https://images-na.ssl-images-amazon.com/images/I/51sGTmtvz5L.jpg,Old City,sm,"united states_pakistan_iraq_palestine, state of_yemen",True,estonia,0,1,estonia,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00109.jsonl.gz-12025216.jpg
00052.jsonl.gz-17565162,Ethiopian Furniture Plywood Shaker Design Kitchen Sink Cabinet View Ethiopian Furniture Kitchen Cabinet Apex Product Details From Guangzhou Apex Building Material Co Limited On Alibaba Com,https://sc04.alicdn.com/kf/HTB1x02jk8TH8KJjy0Fiq6ARsXXaz.jpg,Guangzhou,trf,china,False,china,1,1,ethiopia,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00052.jsonl.gz-17565162.jpg
00050.jsonl.gz-4264278,"Four Pavilion Home, Soqulu, Taveuni Estates, Fiji - Kitchen Fixtures and Fittings 3",https://noblerealty.files.wordpress.com/2015/06/barnard-property-3.jpg?w=306&,Soqulu_Fiji,sm,fiji_saudi arabia,False,fiji,1,1,fiji,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00050.jsonl.gz-4264278.jpg
00079.jsonl.gz-6115010,fiji white cq kitchen feature,http://tse4.mm.bing.net/th?id=OIP.DRdst21QkvlJS_qQsCy4ywHaFs&pid=15.1,fiji,md,fiji_saudi arabia,False,fiji,1,1,fiji,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00079.jsonl.gz-6115010.jpg
00096.jsonl.gz-13367546,zhihua fiji hotel plywood almirah design kitchen cabinets - buy,https://sc01.alicdn.com/kf/HTB1DqvFQXXXXXaYXVXXq6xXFXXXC/200654256/HTB1DqvFQXXXXXaYXVXXq6xXFXXXC.jpg,zhihua cabinets -,,no,False,no,1,1,fiji,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00096.jsonl.gz-13367546.jpg
00035.jsonl.gz-15447077,Restaurant open kitchen Beautiful Finnjävel Restaurant Open Kitchen Interior Open Kitchen Restaurant Kitchen Design Open Kitchen Showroom Pinterest Finnjävel Restaurant Malatang Open Kitchen Open Kitchen,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOpPY2B604AVyYorZtYyftUQi5MjRbYfR9Cg9h1ArMYAsNR9PWTg,finnjävel pinterest finnjävel malatang,,no,False,no,0,1,finland,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00035.jsonl.gz-15447077.jpg
00111.jsonl.gz-2431915,"Wooden tray in the kitchen of the The Helsinki home of design blogger #lagerma, captured by Riika Kantikoski.",https://i.pinimg.com/736x/60/66/b7/6066b720a909976ab8731fb8aadfdf22--minimalistic-kitchen-kitchen-interior.jpg,Helsinki,trf,finland,False,finland,0,1,finland,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00111.jsonl.gz-2431915.jpg
00019.jsonl.gz-14893757,contemporary and Elegant complex table kitchen apartment in Vaasa City,http://www.apartmenttypes.com/wp-content/uploads/2011/11/contemporary-and-Elegant-complex-table-kitchen-apartment-in-Vaasa-City.jpg,Vaasa City,trf,no,False,no,1,1,finland,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00019.jsonl.gz-14893757.jpg
00075.jsonl.gz-12694005,"beautiful white french kitchens. Gorgeous White Kitchen, Tremendous Trim And Millwork, Large Center Island Alcove Eating Area Beautiful French Kitchens Pinterest",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2m8BO6fZDY9jo4ft4WTQvpQswJJ1Rr4gWr3U8P6JTjP5RCk8Kxg,"kitchens. kitchen, millwork, kitchens pinterest",,no,False,no,1,1,france,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00075.jsonl.gz-12694005.jpg
00079.jsonl.gz-17220679,Days before... - Country - Kitchen - by Bibiche,https://d2sdvaauesfb7j.cloudfront.net/rooms/images/thumbs/480/wczzyqdzsfugbcjq.jpeg,before... - - - bibiche,,no,False,no,0,1,france,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00079.jsonl.gz-17220679.jpg
00086.jsonl.gz-17464306,French farmhouse kitchen,https://i.pinimg.com/236x/27/62/3c/27623c8ce05895086bc312ad71f0d092--french-farmhouse-kitchens-country-farmhouse.jpg,,,no,False,no,0,1,france,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00086.jsonl.gz-17464306.jpg
00028.jsonl.gz-15774050,"Bright kitchen with black appliances at Carriage Hills in Macon, Georgia","https://g5-assets-cld-res.cloudinary.com/image/upload/q_auto,f_auto,c_fill,g_center,h_667,w_1000/v1560352846/g5/g5-c-5ep25vo8c-s-s-property-management/g5-cl-1jb2xqrk7u-carriage-hills/uploads/IMG_4604_gpuefq.jpg",Macon_Georgia,sm,united states_belgium_equatorial guinea_greece_switzerland_zimbabwe_georgia_south africa_guyana_jamaica,True,georgia,1,1,georgia,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00028.jsonl.gz-15774050.jpg
00127.jsonl.gz-2883235,new kitchen for roswell ga home | ad&b,https://www.atlantadesignbuild.com/img/portfolio/kitchen-remodeling/kettering-drive/lr_drawers2_1685.jpg,ad&b,md,no,False,no,1,1,georgia,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00127.jsonl.gz-2883235.jpg
00052.jsonl.gz-12693416,"Dream Kitchen: International Flavor | Inspired by the kitchens of Italy and France, this Georgia kitchen is designed for gathering family and friends.",https://i.pinimg.com/236x/d3/b9/e7/d3b9e78d413c0b94faf52daf643ca279.jpg,Italy_France_Georgia,sm,united states_côte d'ivoire_greece_italy_zimbabwe_madagascar_bangladesh_georgia_mozambique_south africa_france_guyana_netherlands_portugal_jamaica,True,georgia,0,1,georgia,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00052.jsonl.gz-12693416.jpg
00017.jsonl.gz-9785137,Tracy 39 S Toys And Some Other Stuff 1950s German Kitchen,http://1.bp.blogspot.com/-cd_vsfor-xs/TyK1yLqLn_I/AAAAAAAAEjg/DDdc3v7rhD8/s1600/tin+toy+kitchen.jpg,39 toys 1950s,,no,False,no,1,1,germany,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00017.jsonl.gz-9785137.jpg
00007.jsonl.gz-13734461,"Individual meets functional with unique interior accessories for the kitchen, only from SieMatic: Create a place for everything in your kitchen.",https://i.pinimg.com/236x/09/15/a9/0915a9dbe126f2d35010bf689e564bef--interiors-everything.jpg,"meets accessories kitchen, siematic: kitchen.",,no,False,no,0,1,germany,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00007.jsonl.gz-13734461.jpg
00055.jsonl.gz-7171237,kitchen unusual replace kitchen cabinets with shelves german,http://t0.gstatic.com/images?q=tbn:ANd9GcTEfudTFyDN4Bch1w41jCwnUznDAuDoVW3-VeU4J_pLGxf5ylCp,cabinets shelves,,no,False,no,1,1,germany,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00055.jsonl.gz-7171237.jpg
00097.jsonl.gz-13146142,"kitchen furniture cabinets. Profile - Melgep Company Limited Ghana\u0027s Best Furniture, Cabinet, Kitchens,  Solid Surface Worktops, Kitchen Producers Furniture Cabinets O",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7M7czx0gm6zvHBm96vX0Wf-CkaFtKoIaENK2b8qPaJ2rvxRu1GQ,"cabinets. - melgep ghana\u0027s furniture, cabinet, kitchens, worktops, producers cabinets",,no,False,no,1,1,ghana,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00097.jsonl.gz-13146142.jpg
00045.jsonl.gz-4170847,Us 3999 0 Aliexpress Com Buy Ghana Accura Kitchen Storage Cabinets Pictures Oak U Shape Kitchen Cabinet From Reliable Bedroom Sets Suppliers On,https://ae01.alicdn.com/kf/HTB1hYH3X0zvK1RkSnfoq6zMwVXah/Ghana-accura-kitchen-storage-cabinets-pictures-oak-u-shape-kitchen-cabinet.jpg,Us,sm,united states_guatemala_russian federation_indonesia_france_senegal,True,ghana,1,1,ghana,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00045.jsonl.gz-4170847.jpg
00081.jsonl.gz-16099592,modern kitchen extractor fans chic one bedroom serviced apartment homeaway accra,http://t0.gstatic.com/images?q=tbn:ANd9GcTBqID-W8QMzQCLm9IRnGVCFV9GhJi0UErtqvVKTdgQqvLkWLABaw,accra,md,ghana,False,ghana,1,1,ghana,/data2/abhipsa/geographical-profiling-static/data/image_folders/kitchen_region_balanced_images/00081.jsonl.gz-16099592.jpg
